"Mod name","Registry name","Entity class name","ID"
"Lycanites Mobs","lycanitesmobs:arix","EntityArix",110
"Lycanites Mobs","lycanitesmobs:asmodeus","EntityAsmodeus",132
"Lycanites Mobs","lycanitesmobs:aspid","EntityAspid",172
"Lycanites Mobs","lycanitesmobs:astaroth","EntityAstaroth",123
"Lycanites Mobs","lycanitesmobs:balayang","EntityBalayang",221
"Lycanites Mobs","lycanitesmobs:banshee","EntityBanshee",181
"Lycanites Mobs","lycanitesmobs:barghest","EntityBarghest",105
"Lycanites Mobs","lycanitesmobs:behemoth","EntityBehemoth",144
"Lycanites Mobs","lycanitesmobs:beholder","EntityBeholder",151
"Lycanites Mobs","lycanitesmobs:belph","EntityBelph",202
"Lycanites Mobs","lycanitesmobs:bobeko","EntityBobeko",124
"Lycanites Mobs","lycanitesmobs:cacodemon","EntityCacodemon",109
"Lycanites Mobs","lycanitesmobs:calpod","EntityCalpod",197
"Lycanites Mobs","lycanitesmobs:cephignis","EntityCephignis",204
"Lycanites Mobs","lycanitesmobs:chupacabra","EntityChupacabra",108
"Lycanites Mobs","lycanitesmobs:cinder","EntityCinder",179
"Lycanites Mobs","lycanitesmobs:clink","EntityClink",160
"Lycanites Mobs","lycanitesmobs:cockatrice","EntityCockatrice",210
"Lycanites Mobs","lycanitesmobs:conba","EntityConba",212
"Lycanites Mobs","lycanitesmobs:concapede","EntityConcapedeHead",118
"Lycanites Mobs","lycanitesmobs:concapedesegment","EntityConcapedeSegment",199
"Lycanites Mobs","lycanitesmobs:crusk","EntityCrusk",116
"Lycanites Mobs","lycanitesmobs:cryptkeeper","EntityCryptkeeper",140
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:crystalshard","CustomProjectileModelEntity",1038
"Lycanites Mobs","lycanitesmobs:darkling","EntityDarkling",188
"Lycanites Mobs","lycanitesmobs:dawon","EntityDawon",146
"Lycanites Mobs","lycanitesmobs:devilgatling","EntityDevilGatling",1052
"Lycanites Mobs","lycanitesmobs:djinn","EntityDjinn",113
"Lycanites Mobs","lycanitesmobs:dweller","EntityDweller",176
"Lycanites Mobs","lycanitesmobs:eechetik","EntityEechetik",114
"Lycanites Mobs","lycanitesmobs:ent","EntityEnt",213
"Lycanites Mobs","lycanitesmobs:epion","EntityEpion",189
"Lycanites Mobs","lycanitesmobs:erepede","EntityErepede",184
"Lycanites Mobs","lycanitesmobs:ettin","EntityEttin",142
"Lycanites Mobs","lycanitesmobs:eyewig","EntityEyewig",127
"Lycanites Mobs","lycanitesmobs:fear","FearEntity",120
"Lycanites Mobs","lycanitesmobs:feradon","EntityFeradon",206
"Lycanites Mobs","lycanitesmobs:frostweaver","EntityFrostweaver",216
"Lycanites Mobs","lycanitesmobs:geist","EntityGeist",126
"Lycanites Mobs","lycanitesmobs:geken","EntityGeken",156
"Lycanites Mobs","lycanitesmobs:geonach","EntityGeonach",153
"Lycanites Mobs","lycanitesmobs:ghoul","EntityGhoul",119
"Lycanites Mobs","lycanitesmobs:gnekk","EntityGnekk",209
"Lycanites Mobs","lycanitesmobs:gorger","EntityGorger",175
"Lycanites Mobs","lycanitesmobs:gorgomite","EntityGorgomite",135
"Lycanites Mobs","lycanitesmobs:grell","EntityGrell",133
"Lycanites Mobs","lycanitesmobs:grigori","EntityGrigori",208
"Lycanites Mobs","lycanitesmobs:grue","EntityGrue",168
"Lycanites Mobs","lycanitesmobs:hellfirebarrier","EntityHellfireBarrier",1043
"Lycanites Mobs","lycanitesmobs:hellfirebarrierpart","EntityHellfireBarrierPart",1050
"Lycanites Mobs","lycanitesmobs:hellfireorb","EntityHellfireOrb",1047
"Lycanites Mobs","lycanitesmobs:hellfirewall","EntityHellfireWall",1042
"Lycanites Mobs","lycanitesmobs:hellfirewave","EntityHellfireWave",1049
"Lycanites Mobs","lycanitesmobs:hellfirewavepart","EntityHellfireWavePart",1041
"Lycanites Mobs","lycanitesmobs:helllaser","EntityHellLaser",1040
"Lycanites Mobs","lycanitesmobs:helllaserend","EntityHellLaserEnd",1046
"Lycanites Mobs","lycanitesmobs:hellshield","EntityHellShield",1051
"Lycanites Mobs","lycanitesmobs:herma","EntityHerma",163
"Lycanites Mobs","lycanitesmobs:hitarea","EntityHitArea",0
"Lycanites Mobs","lycanitesmobs:ignibus","EntityIgnibus",217
"Lycanites Mobs","lycanitesmobs:ika","EntityIka",162
"Lycanites Mobs","lycanitesmobs:ioray","EntityIoray",190
"Lycanites Mobs","lycanitesmobs:jabberwock","EntityJabberwock",150
"Lycanites Mobs","lycanitesmobs:jengu","EntityJengu",192
"Lycanites Mobs","lycanitesmobs:joust","EntityJoust",130
"Lycanites Mobs","lycanitesmobs:joustalpha","EntityJoustAlpha",122
"Lycanites Mobs","lycanitesmobs:khalk","EntityKhalk",129
"Lycanites Mobs","lycanitesmobs:kobold","EntityKobold",106
"Lycanites Mobs","lycanitesmobs:krake","EntityKrake",183
"Lycanites Mobs","lycanitesmobs:lacedon","EntityLacedon",104
"Lycanites Mobs","lycanitesmobs:laserend","LaserEndProjectileEntity",1045
"Lycanites Mobs","lycanitesmobs:lobber","EntityLobber",154
"Lycanites Mobs","lycanitesmobs:lurker","EntityLurker",148
"Lycanites Mobs","lycanitesmobs:maka","EntityMaka",205
"Lycanites Mobs","lycanitesmobs:makaalpha","EntityMakaAlpha",107
"Lycanites Mobs","lycanitesmobs:maug","EntityMaug",115
"Lycanites Mobs","lycanitesmobs:morock","EntityMorock",145
"Lycanites Mobs","lycanitesmobs:necrovore","EntityNecrovore",203
"Lycanites Mobs","lycanitesmobs:nymph","EntityNymph",134
"Lycanites Mobs","lycanitesmobs:pinky","EntityPinky",174
"Lycanites Mobs","lycanitesmobs:pixen","EntityPixen",200
"Lycanites Mobs","lycanitesmobs:quetzodracl","EntityQuetzodracl",170
"Lycanites Mobs","lycanitesmobs:quillbeast","EntityQuillbeast",159
"Lycanites Mobs","lycanitesmobs:rahovart","EntityRahovart",215
"Lycanites Mobs","lycanitesmobs:raiko","EntityRaiko",167
"Lycanites Mobs","lycanitesmobs:reaper","EntityReaper",166
"Lycanites Mobs","lycanitesmobs:reiver","EntityReiver",103
"Lycanites Mobs","lycanitesmobs:remobra","EntityRemobra",198
"Lycanites Mobs","lycanitesmobs:roa","EntityRoa",193
"Lycanites Mobs","lycanitesmobs:roc","EntityRoc",194
"Lycanites Mobs","lycanitesmobs:salamander","EntitySalamander",196
"Lycanites Mobs","lycanitesmobs:serpix","EntitySerpix",136
"Lycanites Mobs","lycanitesmobs:shade","EntityShade",180
"Lycanites Mobs","lycanitesmobs:shadowfirebarrier","EntityShadowfireBarrier",1044
"Lycanites Mobs","lycanitesmobs:shambler","EntityShambler",147
"Lycanites Mobs","lycanitesmobs:silex","EntitySilex",169
"Lycanites Mobs","lycanitesmobs:skylus","EntitySkylus",111
"Lycanites Mobs","lycanitesmobs:spectre","EntitySpectre",137
"Lycanites Mobs","lycanitesmobs:spriggan","EntitySpriggan",100
"Lycanites Mobs","lycanitesmobs:strider","EntityStrider",157
"Lycanites Mobs","lycanitesmobs:summoningportal","PortalEntity",1048
"Lycanites Mobs","lycanitesmobs:sutiramu","EntitySutiramu",178
"Lycanites Mobs","lycanitesmobs:sylph","EntitySylph",185
"Lycanites Mobs","lycanitesmobs:tarantula","EntityTarantula",214
"Lycanites Mobs","lycanitesmobs:thresher","EntityThresher",125
"Lycanites Mobs","lycanitesmobs:tpumpkyn","EntityTpumpkyn",219
"Lycanites Mobs","lycanitesmobs:treant","EntityTreant",165
"Lycanites Mobs","lycanitesmobs:tremor","EntityTremor",152
"Lycanites Mobs","lycanitesmobs:triffid","EntityTriffid",201
"Lycanites Mobs","lycanitesmobs:trite","EntityTrite",191
"Lycanites Mobs","lycanitesmobs:troll","EntityTroll",155
"Lycanites Mobs","lycanitesmobs:uvaraptor","EntityUvaraptor",117
"Lycanites Mobs","lycanitesmobs:vapula","EntityVapula",164
"Lycanites Mobs","lycanitesmobs:ventoraptor","EntityVentoraptor",195
"Lycanites Mobs","lycanitesmobs:vespid","EntityVespid",138
"Lycanites Mobs","lycanitesmobs:vespidqueen","EntityVespidQueen",102
"Lycanites Mobs","lycanitesmobs:volcan","EntityVolcan",186
"Lycanites Mobs","lycanitesmobs:vorach","EntityVorach",177
"Lycanites Mobs","lycanitesmobs:warg","EntityWarg",139
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:waterjet","CustomProjectileEntity",1039
"Lycanites Mobs","lycanitesmobs:wendigo","EntityWendigo",112
"Lycanites Mobs","lycanitesmobs:wildkin","EntityWildkin",171
"Lycanites Mobs","lycanitesmobs:wisp","EntityWisp",173
"Lycanites Mobs","lycanitesmobs:wraamon","EntityWraamon",211
"Lycanites Mobs","lycanitesmobs:wraith","EntityWraith",158
"Lycanites Mobs","lycanitesmobs:xaphan","EntityXaphan",207
"Lycanites Mobs","lycanitesmobs:yale","EntityYale",187
"Lycanites Mobs","lycanitesmobs:zephyr","EntityZephyr",141
"Lycanites Mobs","lycanitesmobs:zoataur","EntityZoataur",131
"Maelstrom Mod","mm:alternative_maelstrom_gauntlet_stage_1","EntityAlternativeMaelstromGauntletStage1",135
"Maelstrom Mod","mm:alternative_maelstrom_gauntlet_stage_2","EntityAlternativeMaelstromGauntletStage2",136
"Maelstrom Mod","mm:azure_bullet","ProjectilePiercingBullet",229
"Maelstrom Mod","mm:azure_golem","EntityAzureGolem",107
"Maelstrom Mod","mm:azure_portal_spawn","EntityAzurePortalSpawn",209
"Maelstrom Mod","mm:azure_villager","EntityAzureVillager",105
"Maelstrom Mod","mm:beast_attack","ProjectileBeastAttack",203
"Maelstrom Mod","mm:beast_fireball","ProjectileBeastFireball",251
"Maelstrom Mod","mm:beast_quake","ProjectileBeastQuake",236
"Maelstrom Mod","mm:black_fireball","ProjectileBlackFireball",214
"Maelstrom Mod","mm:black_gold_sword_particle","ParticleSpawnerSwordSwing",501
"Maelstrom Mod","mm:bone","ProjectileBone",237
"Maelstrom Mod","mm:bone_quake","ProjectileBoneQuake",238
"Maelstrom Mod","mm:brownstone_cannon","ProjectileBrownstoneCannon",226
"Maelstrom Mod","mm:bullet","ProjectileBullet",204
"Maelstrom Mod","mm:chaos_fireball","ProjectileChaosFireball",244
"Maelstrom Mod","mm:chaos_knight","EntityChaosKnight",130
"Maelstrom Mod","mm:cliff_fly","EntityCliffFly",124
"Maelstrom Mod","mm:cliff_golem","EntityCliffGolem",122
"Maelstrom Mod","mm:cliff_portal_spawn","EntityCliffPortalSpawn",227
"Maelstrom Mod","mm:crimson_crystal","EntityCrimsonCrystal",254
"Maelstrom Mod","mm:crimson_portal_spawn","EntityCrimsonPortalSpawn",246
"Maelstrom Mod","mm:crimson_tower_spawner","EntityCrimsonTowerSpawner",242
"Maelstrom Mod","mm:crimson_wanderer","ProjectileCrimsonWanderer",253
"Maelstrom Mod","mm:dream_elk","EntityDreamElk",102
"Maelstrom Mod","mm:explosion_particle","ParticleSpawnerExplosion",500
"Maelstrom Mod","mm:explosive_drill","ProjectileExplosiveDrill",228
"Maelstrom Mod","mm:fireball","ProjectileFireball",212
"Maelstrom Mod","mm:floating_skull","EntityFloatingSkull",108
"Maelstrom Mod","mm:geyser","EntityGeyser",225
"Maelstrom Mod","mm:golden_boss","EntityGoldenBoss",119
"Maelstrom Mod","mm:golden_fireball","ProjectileGoldenFireball",222
"Maelstrom Mod","mm:golden_mage_attack","ProjectileGoldenMissile",220
"Maelstrom Mod","mm:golden_pillar","EntityGoldenPillar",116
"Maelstrom Mod","mm:golden_rune","EntityGoldenRune",218
"Maelstrom Mod","mm:healer_orb","EntityHealerOrb",243
"Maelstrom Mod","mm:herobrine_1","EntityHerobrineOne",109
"Maelstrom Mod","mm:herobrine_controller","Herobrine",110
"Maelstrom Mod","mm:herobrine_slash","ProjectileHerobrineQuake",213
"Maelstrom Mod","mm:homing_flame","ProjectileHomingFlame",252
"Maelstrom Mod","mm:horror","EntityHorror",101
"Maelstrom Mod","mm:horror_attack","ProjectileHorrorAttack",202
"Maelstrom Mod","mm:iron_shade","EntityIronShade",125
"Maelstrom Mod","mm:large_golden_rune","EntityLargeGoldenRune",241
"Maelstrom Mod","mm:maelstrom_beast","EntityMaelstromBeast",126
"Maelstrom Mod","mm:maelstrom_cannon","ProjectileMaelstromCannon",205
"Maelstrom Mod","mm:maelstrom_crawler","EntityBeast",103
"Maelstrom Mod","mm:maelstrom_fury","EntityMaelstromFury",134
"Maelstrom Mod","mm:maelstrom_gauntlet","EntityMaelstromGauntlet",132
"Maelstrom Mod","mm:maelstrom_healer","EntityMaelstromHealer",131
"Maelstrom Mod","mm:maelstrom_illager","EntityMaelstromIllager",104
"Maelstrom Mod","mm:maelstrom_lancer","EntityMaelstromLancer",129
"Maelstrom Mod","mm:maelstrom_mage","EntityMaelstromMage",106
"Maelstrom Mod","mm:maelstrom_meteor","ProjectileMaelstromMeteor",240
"Maelstrom Mod","mm:maelstrom_missile","ProjectileMaelstromMissile",224
"Maelstrom Mod","mm:maelstrom_quake","ProjectileMaelstromQuake",223
"Maelstrom Mod","mm:maelstrom_rune","ProjectileMaelstromRune",250
"Maelstrom Mod","mm:maelstrom_statue_of_nirvana","EntityMaelstromStatueOfNirvana",133
"Maelstrom Mod","mm:maelstrom_tower_destroyer","EntityMaelstromTowerDestroyer",503
"Maelstrom Mod","mm:maelstrom_wisp","ProjectileMaelstromWisp",232
"Maelstrom Mod","mm:maelstrom_witch","EntityMaelstromWitch",121
"Maelstrom Mod","mm:mega_fireball","ProjectileMegaFireball",248
"Maelstrom Mod","mm:meteor","ProjectileMeteor",233
"Maelstrom Mod","mm:meteor_spawner","ProjectileMeteorSpawner",234
"Maelstrom Mod","mm:monolith","EntityMonolith",127
"Maelstrom Mod","mm:monolith_fireball","ProjectileMonolithFireball",239
"Maelstrom Mod","mm:nexus_armorer","NexusArmorer",113
"Maelstrom Mod","mm:nexus_bladesmith","NexusBladesmith",115
"Maelstrom Mod","mm:nexus_gunsmith","NexusGunTrader",111
"Maelstrom Mod","mm:nexus_mage","NexusMageTrader",112
"Maelstrom Mod","mm:nexus_particle","EntityNexusParticleSpawner",231
"Maelstrom Mod","mm:nexus_saiyan","NexusSpecialTrader",114
"Maelstrom Mod","mm:pillar_flames","ProjectilePillarFlames",217
"Maelstrom Mod","mm:pumpkin","ProjectilePumpkin",210
"Maelstrom Mod","mm:quake","ProjectileQuake",207
"Maelstrom Mod","mm:rainbow_particle","ParticleSpawnerRainbow",502
"Maelstrom Mod","mm:repeater","ProjectileRepeater",211
"Maelstrom Mod","mm:rune_wisp","ProjectileRuneWisp",245
"Maelstrom Mod","mm:shade","EntityShade",100
"Maelstrom Mod","mm:skull_attack","ProjectileSkullAttack",208
"Maelstrom Mod","mm:statue_maelstrom_missile","ProjectileStatueMaelstromMissile",249
"Maelstrom Mod","mm:swamp_crawler","EntitySwampCrawler",123
"Maelstrom Mod","mm:swamp_spittle","ProjectileSwampSpittle",230
"Maelstrom Mod","mm:sword_slash","ProjectileSwordSlash",235
"Maelstrom Mod","mm:tuning_fork_lazer_renderer","EntityTuningForkLazer",247
"Maelstrom Mod","mm:white_monolith","EntityWhiteMonolith",128
"Maelstrom Mod","mm:will-o-the-wisp","ProjectileWillOTheWisp",206
"Metallurgy 4: Reforged","metallurgy:metallurgy_primed_tnt","MetallurgyPrimedTNT",2
"Metallurgy 4: Reforged","metallurgy:pierknight","EntityPierKnight",1
"Minecraft","minecraft:area_effect_cloud","EntityAreaEffectCloud",3
"Minecraft","minecraft:armor_stand","EntityArmorStand",30
"Minecraft","minecraft:arrow","EntityTippedArrow",10
"Minecraft","minecraft:bat","EntityBat",65
"Minecraft","minecraft:blaze","EntityBlaze",61
"Minecraft","minecraft:boat","EntityBoat",41
"Minecraft","minecraft:cave_spider","EntityCaveSpider",59
"Minecraft","minecraft:chest_minecart","EntityMinecartChest",43
"Minecraft","minecraft:chicken","EntityChicken",93
"Minecraft","minecraft:commandblock_minecart","EntityMinecartCommandBlock",40
"Minecraft","minecraft:cow","EntityCow",92
"Minecraft","minecraft:creeper","EntityCreeper",50
"Minecraft","minecraft:donkey","EntityDonkey",31
"Minecraft","minecraft:dragon_fireball","EntityDragonFireball",26
"Minecraft","minecraft:egg","EntityEgg",7
"Minecraft","minecraft:elder_guardian","EntityElderGuardian",4
"Minecraft","minecraft:ender_crystal","EntityEnderCrystal",200
"Minecraft","minecraft:ender_dragon","EntityDragon",63
"Minecraft","minecraft:ender_pearl","EntityEnderPearl",14
"Minecraft","minecraft:enderman","EntityEnderman",58
"Minecraft","minecraft:endermite","EntityEndermite",67
"Minecraft","minecraft:evocation_fangs","EntityEvokerFangs",33
"Minecraft","minecraft:evocation_illager","EntityEvoker",34
"Minecraft","minecraft:eye_of_ender_signal","EntityEnderEye",15
"Minecraft","minecraft:falling_block","EntityFallingBlock",21
"Minecraft","minecraft:fireball","EntityLargeFireball",12
"Minecraft","minecraft:fireworks_rocket","EntityFireworkRocket",22
"Minecraft","minecraft:furnace_minecart","EntityMinecartFurnace",44
"Minecraft","minecraft:ghast","EntityGhast",56
"Minecraft","minecraft:giant","EntityGiantZombie",53
"Minecraft","minecraft:guardian","EntityGuardian",68
"Minecraft","minecraft:hopper_minecart","EntityMinecartHopper",46
"Minecraft","minecraft:horse","EntityHorse",100
"Minecraft","minecraft:husk","EntityHusk",23
"Minecraft","minecraft:illusion_illager","EntityIllusionIllager",37
"Minecraft","minecraft:item","EntityItem",1
"Minecraft","minecraft:item_frame","EntityItemFrame",18
"Minecraft","minecraft:leash_knot","EntityLeashKnot",8
"Minecraft","minecraft:llama","EntityLlama",103
"Minecraft","minecraft:llama_spit","EntityLlamaSpit",104
"Minecraft","minecraft:magma_cube","EntityMagmaCube",62
"Minecraft","minecraft:minecart","EntityMinecartEmpty",42
"Minecraft","minecraft:mooshroom","EntityMooshroom",96
"Minecraft","minecraft:mule","EntityMule",32
"Minecraft","minecraft:ocelot","EntityOcelot",98
"Minecraft","minecraft:painting","EntityPainting",9
"Minecraft","minecraft:parrot","EntityParrot",105
"Minecraft","minecraft:pig","EntityPig",90
"Minecraft","minecraft:polar_bear","EntityPolarBear",102
"Minecraft","minecraft:potion","EntityPotion",16
"Minecraft","minecraft:rabbit","EntityRabbit",101
"Minecraft","minecraft:sheep","EntitySheep",91
"Minecraft","minecraft:shulker","EntityShulker",69
"Minecraft","minecraft:shulker_bullet","EntityShulkerBullet",25
"Minecraft","minecraft:silverfish","EntitySilverfish",60
"Minecraft","minecraft:skeleton","EntitySkeleton",51
"Minecraft","minecraft:skeleton_horse","EntitySkeletonHorse",28
"Minecraft","minecraft:slime","EntitySlime",55
"Minecraft","minecraft:small_fireball","EntitySmallFireball",13
"Minecraft","minecraft:snowball","EntitySnowball",11
"Minecraft","minecraft:snowman","EntitySnowman",97
"Minecraft","minecraft:spawner_minecart","EntityMinecartMobSpawner",47
"Minecraft","minecraft:spectral_arrow","EntitySpectralArrow",24
"Minecraft","minecraft:spider","EntitySpider",52
"Minecraft","minecraft:squid","EntitySquid",94
"Minecraft","minecraft:stray","EntityStray",6
"Minecraft","minecraft:tnt","EntityTNTPrimed",20
"Minecraft","minecraft:tnt_minecart","EntityMinecartTNT",45
"Minecraft","minecraft:vex","EntityVex",35
"Minecraft","minecraft:villager","EntityVillager",120
"Minecraft","minecraft:villager_golem","EntityIronGolem",99
"Minecraft","minecraft:vindication_illager","EntityVindicator",36
"Minecraft","minecraft:witch","EntityWitch",66
"Minecraft","minecraft:wither","EntityWither",64
"Minecraft","minecraft:wither_skeleton","EntityWitherSkeleton",5
"Minecraft","minecraft:wither_skull","EntityWitherSkull",19
"Minecraft","minecraft:wolf","EntityWolf",95
"Minecraft","minecraft:xp_bottle","EntityExpBottle",17
"Minecraft","minecraft:xp_orb","EntityXPOrb",2
"Minecraft","minecraft:zombie","EntityZombie",54
"Minecraft","minecraft:zombie_horse","EntityZombieHorse",29
"Minecraft","minecraft:zombie_pigman","EntityPigZombie",57
"Minecraft","minecraft:zombie_villager","EntityZombieVillager",27
"Minecraft Comes Alive","mca:entityvillagermca","EntityVillagerMCA",1120
"Minecraft Comes Alive","mca:grimreapermca","EntityGrimReaper",1121
"MmmMmmMmmMmm","testdummy:dummy","EntityDummy",0
"MmmMmmMmmMmm","testdummy:floating_number","EntityFloatingNumber",1
"MmmMmmMmmMmm","testdummy:floating_number_dps","EntityDpsFloatingNumber",2
"Mowzie's Mobs","mowziesmobs:axe_attack","EntityAxeAttack",15
"Mowzie's Mobs","mowziesmobs:baby_foliaath","EntityBabyFoliaath",1
"Mowzie's Mobs","mowziesmobs:barako","EntityBarako",7
"Mowzie's Mobs","mowziesmobs:barakoan_barakoana","EntityBarakoanToBarakoana",3
"Mowzie's Mobs","mowziesmobs:barakoan_player","EntityBarakoanToPlayer",6
"Mowzie's Mobs","mowziesmobs:barakoana","EntityBarakoana",4
"Mowzie's Mobs","mowziesmobs:barakoaya","EntityBarakoaya",5
"Mowzie's Mobs","mowziesmobs:block_swapper","EntityBlockSwapper",23
"Mowzie's Mobs","mowziesmobs:boulder","EntityBoulder",14
"Mowzie's Mobs","mowziesmobs:dart","EntityDart",20
"Mowzie's Mobs","mowziesmobs:ferrous_wroughtnaut","EntityWroughtnaut",2
"Mowzie's Mobs","mowziesmobs:foliaath","EntityFoliaath",0
"Mowzie's Mobs","mowziesmobs:frostmaw","EntityFrostmaw",8
"Mowzie's Mobs","mowziesmobs:frozen_controller","EntityFrozenController",18
"Mowzie's Mobs","mowziesmobs:grottol","EntityGrottol",9
"Mowzie's Mobs","mowziesmobs:ice_ball","EntityIceBall",17
"Mowzie's Mobs","mowziesmobs:icebreath","EntityIceBreath",16
"Mowzie's Mobs","mowziesmobs:lantern","EntityLantern",10
"Mowzie's Mobs","mowziesmobs:naga","EntityNaga",11
"Mowzie's Mobs","mowziesmobs:poison_ball","EntityPoisonBall",21
"Mowzie's Mobs","mowziesmobs:ring","EntityRing",19
"Mowzie's Mobs","mowziesmobs:solar_beam","EntitySolarBeam",13
"Mowzie's Mobs","mowziesmobs:sunstrike","EntitySunstrike",12
"Mowzie's Mobs","mowziesmobs:super_nova","EntitySuperNova",22
"Mystcraft","mystcraft:myst.block","EntityFallingBlock",1
"Mystcraft","mystcraft:myst.book","EntityLinkbook",0
"Mystcraft","mystcraft:myst.meteor","EntityMeteor",2
"Mystical Lib","mysticalworld:entity_beetle","EntityBeetle",2
"Mystical Lib","mysticalworld:entity_clam","EntityClam",10
"Mystical Lib","mysticalworld:entity_deer","EntityDeer",5
"Mystical Lib","mysticalworld:entity_endermini","EntityEndermini",6
"Mystical Lib","mysticalworld:entity_fox","EntityFox",0
"Mystical Lib","mysticalworld:entity_frog","EntityFrog",1
"Mystical Lib","mysticalworld:entity_hell_sprout","EntityHellSprout",4
"Mystical Lib","mysticalworld:entity_lava_cat","EntityLavaCat",8
"Mystical Lib","mysticalworld:entity_owl","EntityOwl",7
"Mystical Lib","mysticalworld:entity_silkworm","EntitySilkworm",9
"Mystical Lib","mysticalworld:entity_sprout","EntitySprout",3
"NetherEx","netherex:blue_fireball","EntityBlueFireball",1
"NetherEx","netherex:brute","EntityBrute",16
"NetherEx","netherex:coolmar_spider","EntityCoolmarSpider",15
"NetherEx","netherex:ember","EntityEmber",9
"NetherEx","netherex:frost","EntityFrost",17
"NetherEx","netherex:ghast_queen","EntityGhastQueen",18
"NetherEx","netherex:ghast_queen_fireball","EntityGhastQueenFireball",-1
"NetherEx","netherex:ghastling","EntityGhastling",14
"NetherEx","netherex:ghastling_fireball","EntityGhastlingFireball",0
"NetherEx","netherex:gold_golem","EntityGoldGolem",5
"NetherEx","netherex:mogus","EntityMogus",6
"NetherEx","netherex:nethermite","EntityNethermite",10
"NetherEx","netherex:obsidian_boat","EntityObsidianBoat",2
"NetherEx","netherex:pigtificate","EntityPigtificate",4
"NetherEx","netherex:pigtificate_leader","EntityPigtificateLeader",3
"NetherEx","netherex:salamander","EntitySalamander",7
"NetherEx","netherex:spinout","EntitySpinout",11
"NetherEx","netherex:spore","EntitySpore",13
"NetherEx","netherex:spore_creeper","EntitySporeCreeper",12
"NetherEx","netherex:wight","EntityWight",8
"Nyx","nyx:cauldron_tracker","CauldronTracker",0
"Nyx","nyx:falling_meteor","FallingMeteor",2
"Nyx","nyx:falling_star","FallingStar",1
"Outfox","outfox:fox","EntityFox",0
"PlusTiC","plustic:blindbandit","EntityBlindBandit",1
"PlusTiC","plustic:supremeleader","EntitySupremeLeader",0
"ProjectE","projecte:fire_projectile","EntityFireProjectile",9
"ProjectE","projecte:homing_arrow","EntityHomingArrow",8
"ProjectE","projecte:lava_projectile","EntityLavaProjectile",2
"ProjectE","projecte:lens_projectile","EntityLensProjectile",5
"ProjectE","projecte:mob_randomizer","EntityMobRandomizer",4
